"country","countryiso3","TX.VAL.TRVL.ZS.WT_2013","TX.VAL.TRVL.ZS.WT_2014","TX.VAL.TRVL.ZS.WT_2015","TX.VAL.TRVL.ZS.WT_2016","TX.VAL.TRVL.ZS.WT_2017","TX.VAL.TRVL.ZS.WT_2018","TX.VAL.TRVL.ZS.WT_2019"
"Tanzania","TZA",59.3285771389508,59.4698515470458,56.3721572839571,59.5903382285308,59.0335607091558,61.2373077473068,NA
"Thailand","THA",69.4815446051779,67.5021028394112,71.4602599531177,70.5339002773539,74.1170167586188,73.0583361673424,74.1523245303438
"Timor-Leste","TLS",59.3196813473543,57.2564461455643,89.4297876509687,93.5822066086776,94.4305861271244,95.0656012694375,93.0672175555949
"Togo","TGO",28.7038365728555,28.4672219870972,25.6631173333031,23.8364716454706,25.9318422983663,25.93470499088,NA
"Tonga","TON",59.7470956234887,65.3125027576422,67.822823169982,69.0997185549167,62.7712880963601,55.6872934294826,60.7072626635433
"Trinidad and Tobago","TTO",34.9531062354787,32.8872739999911,47.6992295768037,49.1884776181064,46.980774986845,53.7587887053806,NA
"Tunisia","TUN",47.8691214244408,51.7831742829802,44.19841723097,40.2852374450009,41.8279869088789,47.0909202378763,NA
"Turkey","TUR",48.2615366051266,48.1483291786826,48.782991202346,41.2650536095639,42.6147458623239,43.3058021532703,46.5133322937783
"Turks and Caicos Islands","TCA",NA,94.9998165902505,95.3176482764181,95.8578474807127,95.1034552127721,95.8862698648284,NA
"Tuvalu","TUV",72.9556233917859,NA,NA,NA,NA,NA,NA
"Uganda","UGA",50.010984882689,48.2132968491023,57.4274987675991,65.9067516619368,67.7569618611092,65.7854451796027,67.8320889439515
"Ukraine","UKR",23.2620932680427,11.0547250034289,8.86739878708408,8.88339513803049,9.0981240981241,9.32619078352911,9.5310937224216
"United Kingdom","GBR",12.8050300899026,13.2831354695506,13.7968609931196,13.253841315805,12.8146230912422,11.9709679961469,12.0890176980437
"United States","USA",26.1529393562077,26.6036872747436,28.1461714128715,27.9382101158898,27.0311367179731,26.643863583617,25.9161645824557
"Upper middle income","UMC",36.6990069077602,34.7061037480016,34.9622940205584,35.4531125987215,33.8894521540339,33.604074472585,31.65919789633
"Uruguay","URY",44.1464503294412,42.1533158162758,44.6895193945223,50.5984761953674,51.5448628928624,48.9043772262463,45.1397139252507
"Uzbekistan","UZB",NA,21.4681094674545,22.3441820769578,24.2873923443994,30.8666533379746,41.9005021844805,48.1534304143682
"Vanuatu","VUT",84.7336414713627,80.4194446258186,82.038135674523,79.2893596849746,82.2904719864827,80.3816346857006,NA
"Venezuela, RB","VEN",46.4034613304489,45.959318306762,37.5081539465101,38.0837359098229,NA,NA,NA
"West Bank and Gaza","PSE",60.6834787587688,57.5990311105287,58.2053578063462,51.2741504171721,43.5689233759069,43.7203754811445,NA
"World","WLD",26.6123317697617,26.1555074986126,26.3056614521955,26.6737914017591,26.2693282173789,26.4414271806405,25.4633898793577
"Yemen, Rep.","YEM",60.591069999874,68.0918745652329,38.108976178337,32.3985729465371,NA,NA,NA
"Zambia","ZMB",72.7565027169518,75.3986946996147,76.626540711208,77.1200716703574,75.4447674513626,77.8628451170324,80.8140795272251
"Zimbabwe","ZWE",52.2746617554171,51.7469500742226,51.302908526964,50.8550938075239,40.1780383425426,NA,NA
