"country","countryiso3","SP.POP.65UP.TO.ZS_2013","SP.POP.65UP.TO.ZS_2014","SP.POP.65UP.TO.ZS_2015","SP.POP.65UP.TO.ZS_2016","SP.POP.65UP.TO.ZS_2017","SP.POP.65UP.TO.ZS_2018","SP.POP.65UP.TO.ZS_2019"
"Bosnia and Herzegovina","BIH",14.2328839278204,14.3446277467222,14.4805694122024,15.07843742931,15.7497557082224,16.4703174710621,17.2011511663132
"Botswana","BWA",3.6169340058995,3.72078570614636,3.83658160734393,3.95707817903105,4.08683585176048,4.22387434629301,4.36589534127101
"Brazil","BRA",7.48907240015903,7.74188919449744,8.01304360016565,8.30168730572689,8.60549199443827,8.92283783244003,9.25160803606065
"Brunei Darussalam","BRN",3.71815509085829,3.87608628275931,4.07392500006025,4.30061934254407,4.56778169636231,4.87314756750582,5.20881175208004
"Bulgaria","BGR",19.2492875257473,19.661890741005,20.0188312329569,20.4293428662073,20.7576011862959,21.021914434268,21.252967270985
"Burkina Faso","BFA",2.43796193766863,2.42328143418384,2.40787396392306,2.40973075866777,2.40863004119056,2.40698082866355,2.40728753729201
"Burundi","BDI",2.08911866524826,2.08236259382207,2.09585011067881,2.13529850080974,2.18676073257099,2.24694046033717,2.31209531524
"Cabo Verde","CPV",4.74491351211925,4.59470045593907,4.51077956256682,4.49311488743208,4.5324819813283,4.60932715666821,4.69837344413431
"Cambodia","KHM",3.93139190588894,4.01576404810029,4.11918072528856,4.25764662991146,4.41083740193033,4.56868001756576,4.7177691962329
"Cameroon","CMR",2.7808163446118,2.75512775588166,2.72934138562838,2.73159303235974,2.73139707758745,2.72887735524057,2.72364990775371
"Canada","CAN",15.2018464818976,15.6233662776347,16.0536348121597,16.4550097979977,16.8424915594931,17.2320066788651,17.6478968899213
"Caribbean small states","CSS",7.98241372427964,8.12372045907264,8.27062522377309,8.43837407556018,8.61179883632361,8.79665874897365,9.0006390215412
"Central African Republic","CAF",2.93740208959465,2.88787961941456,2.83100795206947,2.83307395002651,2.83160027702211,2.82577370666008,2.81479015043671
"Central Europe and the Baltics","CEB",16.1172585970633,16.5317825560489,16.9583038615612,17.4639603887202,17.9647359774909,18.4604787689583,18.9528248168004
"Chad","TCD",2.47640149153965,2.45575715739215,2.4447070454026,2.4538548489664,2.46671833784574,2.48051894434901,2.4916416230991
"Channel Islands","CHI",16.1244617819159,16.3180987202925,16.4712640203162,16.7190860456618,16.998191681736,17.2974621552033,17.6014025391997
"Chile","CHL",10.0233121723709,10.291577338514,10.596397098994,10.8783711500226,11.1918942478844,11.5298016568816,11.8815401277688
"China","CHN",8.67898137698078,8.96639740486212,9.3318301715167,9.80263113886186,10.3451204570585,10.9208835350654,11.4721930236832
"Colombia","COL",7.19287996365583,7.43065829756691,7.69469418432195,7.9362882680438,8.19908853104178,8.47804701986958,8.76583000729666
"Comoros","COM",2.9032845361798,2.89192641462226,2.89327316882422,2.92423754889441,2.96292382773144,3.00700930649436,3.05540342654598
"Congo, Dem. Rep.","COD",3.0165849045094,3.01887633443516,3.01772150411182,3.02043834043243,3.01976452615423,3.01784062159803,3.01693961741257
"Congo, Rep.","COG",2.55141839445769,2.55969209048135,2.56891597054835,2.60566360623458,2.64316301403234,2.68171953903232,2.7214158960455
"Costa Rica","CRI",8.09197261892235,8.38591849348834,8.68314808106928,8.96546375076668,9.25051020676152,9.54984767296984,9.88043532311942
"Cote d'Ivoire","CIV",2.83052353946376,2.81311325255156,2.80009470362772,2.82034616207037,2.84055591679499,2.85894301500285,2.87311934294126
"Croatia","HRV",18.5614359825263,18.9064676588857,19.2458835297247,19.6156823572293,20.0223913942074,20.445433012423,20.8601352345977
"Cuba","CUB",13.4030056396847,13.7064222001,14.0465321139543,14.3884520159674,14.778079757275,15.1862114171521,15.5649591568629
"Curacao","CUW",14.2543719785196,14.7593137316787,15.3190238165245,15.7595062464297,16.214497799342,16.6848948092804,17.1688368905424
"Cyprus","CYP",12.2323768693186,12.5336179851339,12.8329823382731,13.1237998713026,13.4153557157123,13.7190617734483,14.0482656487913
"Czech Republic","CZE",16.958365878612,17.4908989692108,17.9949774543864,18.5215508599466,18.9967065230691,19.4208768932343,19.8007448446372
"Denmark","DNK",18.0264608306455,18.5704555421458,19.04744409746,19.4224516834814,19.6594928993276,19.8129526369902,19.965259128921
"Djibouti","DJI",4.14075510617655,4.23313805017275,4.31513151632452,4.38827611741103,4.45652415689456,4.52757937811482,4.60906364271334
"Dominican Republic","DOM",6.21560091367317,6.35551765275647,6.50972409178267,6.68918373712136,6.87998520703305,7.08281747649721,7.29838965754406
"Early-demographic dividend","EAR",5.21175454741168,5.30078442828718,5.40422326377862,5.5338843913409,5.672244155125,5.8180824134937,5.96940932464597
"East Asia & Pacific","EAS",8.94305645496655,9.19880278811939,9.50448486605439,9.87984925391203,10.3003204593994,10.7441985790113,11.1789442465115
"East Asia & Pacific (excluding high income)","EAP",7.75387157828416,7.97998996961034,8.26428057912316,8.63088408527088,9.05021424211851,9.49623787364322,9.93121994379513
"East Asia & Pacific (IDA & IBRD countries)","TEA",7.73126397759245,7.95852935926699,8.2460665751688,8.61793052708437,9.04446843783323,9.49824756454621,9.93957471479414
"Ecuador","ECU",6.31000248671429,6.4407930370415,6.60245299475328,6.7638054331799,6.9511403418729,7.15728972666108,7.37219936706493
"Egypt, Arab Rep.","EGY",4.99125351398387,5.05340490319366,5.10221229624926,5.14659993751209,5.18793195840207,5.22977934620923,5.27633297632877
"El Salvador","SLV",7.46948246668167,7.60843941537011,7.75638548746238,7.92645791638105,8.10470864225283,8.28709000480629,8.46958256947762
"Equatorial Guinea","GNQ",2.65372120180637,2.5875073622644,2.53549643666436,2.50835267203213,2.48375200673216,2.45787734677897,2.42450880761306
"Eritrea","ERI",NA,NA,NA,NA,NA,NA,NA
"Estonia","EST",18.2605518163665,18.5443489478278,18.8220401801836,19.0581157758012,19.3131674485937,19.6263568469749,19.9918077800442
"Eswatini","SWZ",3.8717643670705,3.92093653169488,3.95138237244168,3.98843084855704,4.0078947017483,4.01458794083506,4.01478926602388
"Ethiopia","ETH",3.40077146495121,3.42915459940497,3.45340921642861,3.47297853811101,3.4878304988263,3.50113299760986,3.51669045500426
"Euro area","EMU",19.1969961442642,19.5204900746206,19.8339056981372,20.1000421688118,20.3528671201639,20.5996320825178,20.8562879785886
"Europe & Central Asia","ECS",15.1504543925301,15.365883401674,15.5889176922139,15.8395691873572,16.0936987563606,16.3532426661419,16.6212908958512
"Europe & Central Asia (excluding high income)","ECA",10.8672775745455,10.9315948061465,11.0351149114826,11.2363520809185,11.4747093722887,11.7383849228928,12.0105228311915
"Europe & Central Asia (IDA & IBRD countries)","TEC",11.5103919935113,11.6223374818889,11.7685581881856,12.0102795693856,12.2830925600835,12.5774334916876,12.8799871514543
"European Union","EUU",18.5501193748374,18.9001946801756,19.2418985963833,19.5634935140737,19.8682343634066,20.1630979590005,20.4634673002057
"Fiji","FJI",5.00988900287428,5.00927344010581,4.97279039219366,5.13778672373536,5.29209911802147,5.44968041263952,5.62422959414711
"Finland","FIN",19.0107817970348,19.6588940110898,20.244376972452,20.7909543477442,21.2787526007594,21.7207875455222,22.1406446239043
"Fragile and conflict affected situations","FCS",3.24542695529528,3.25450448288129,3.26716847222858,3.30561928311094,3.34413476808799,3.382472467459,3.42009560942137
"France","FRA",17.9687879170855,18.4358568734709,18.8811152898537,19.2841249271119,19.6689967687709,20.0346247469881,20.3913702817859
"French Polynesia","PYF",6.86721316326832,7.03373143666845,7.24835605805422,7.55640535372849,7.90939580300034,8.29050810468202,8.68067615033997
"Gabon","GAB",3.81107837833524,3.71706125915702,3.62661127101596,3.60585554962889,3.58461718026194,3.56390746835592,3.54472725732873
"Gambia, The","GMB",2.67854960401525,2.67079438074902,2.65362967792661,2.6390605340937,2.61688819990524,2.58998093938232,2.56092543103779
"Georgia","GEO",14.2112247854312,14.2669796702162,14.3489249867613,14.4981010845609,14.6735263860049,14.8654914310525,15.0610556287397
"Germany","DEU",20.9365796471194,21.0641625260475,21.2185907192979,21.288710112426,21.3714880478767,21.4619619953309,21.5629923209089
"Ghana","GHA",2.95199744284021,2.98285663784934,3.00379131109847,3.03069541072423,3.04980535834993,3.06889800693396,3.09732217813116
"Greece","GRC",20.1018760765328,20.477278979608,20.8210042449401,21.1299567553462,21.3993537979744,21.6552720778435,21.9414701261427
"Grenada","GRD",9.66626606267912,9.62792235220657,9.58494146844406,9.60357696737741,9.60369428360121,9.62190679562869,9.67741935483871
"Guam","GUM",8.19103904443073,8.52896606548418,8.86545198420789,9.18619707764911,9.51296863301295,9.84991071859466,10.1898454218322
"Guatemala","GTM",4.38589426805241,4.43527308142641,4.50732010581311,4.59225417528087,4.69631929586632,4.81207250828785,4.92898433077731
"Guinea","GIN",2.93572360574863,2.90146643587085,2.8797276577997,2.88992675254926,2.90681953763653,2.92602244847935,2.94190559010452
"Guinea-Bissau","GNB",2.66821577971855,2.66196023840178,2.67142220651369,2.71785049465956,2.77155258472386,2.82371633615269,2.86326045513561
"Guyana","GUY",5.25731444714435,5.50132306321884,5.74278893765181,5.97289490878543,6.20712518478578,6.45027124309697,6.71158430488805
"Haiti","HTI",4.55891564730174,4.58874383366248,4.63761443786579,4.72968098620199,4.83543345759921,4.94940384843253,5.0636695460752
"Heavily indebted poor countries (HIPC)","HPC",2.95322618411225,2.95977283706993,2.96652346925094,2.98846268922109,3.00873252856438,3.02840923793326,3.04853911062523
"High income","HIC",16.24175443115,16.5961260173905,16.9460037885899,17.2842116403442,17.6106726795927,17.9327842339915,18.2644785884146
"Honduras","HND",4.15274339857801,4.23412686759073,4.33125906131473,4.4405145405545,4.56082731034521,4.69061765907812,4.82818952409457
"Hong Kong SAR, China","HKG",14.1453858478852,14.6666068647884,15.1863847405426,15.7519898414339,16.3064671937536,16.8750483265122,17.498252456848
"Hungary","HUN",16.8192490423201,17.1076648617016,17.4688019122261,18.0023428748664,18.5778610772262,19.1577253832321,19.6944576067002
"IBRD only","IBD",7.24389775178424,7.41029545785494,7.61530407739734,7.87752309130936,8.17171398973346,8.48322540989351,8.7914237704354
"Iceland","ISL",12.9338879600962,13.3164330450343,13.714143827424,14.0677772225667,14.4255412045109,14.7950925565689,15.192121074474
"IDA & IBRD total","IBT",6.32449146202682,6.44353076678568,6.59052429373417,6.78358143008546,6.99858579268405,7.22458379842657,7.44679095848777
"IDA blend","IDB",3.40305201905613,3.39782369590278,3.39311927911868,3.4112509959597,3.42721287039641,3.44400852058018,3.4653294133486
"IDA only","IDX",3.473991885352,3.48980876482229,3.50466790460306,3.53384597053647,3.56073260622329,3.58759845683245,3.61719646756511
"IDA total","IDA",3.45018314462172,3.45890695708428,3.46716502009076,3.49260710623305,3.51580504777239,3.53927785507729,3.56609667623442
"India","IND",5.36398293427459,5.478595608617,5.61463565853567,5.79330515007887,5.98311331737929,6.17995564947149,6.3779241556898
"Indonesia","IDN",5.19208238927228,5.2785821188884,5.38343514023989,5.52433626155731,5.68194834038824,5.85716561272863,6.05030268241321
"Iran, Islamic Rep.","IRN",5.49821022502287,5.64236178120995,5.80769188383842,5.91456896410762,6.03870523995975,6.18457380562499,6.35852205539563
"Iraq","IRQ",3.14443534632906,3.10174799446855,3.1036289765219,3.15092074892343,3.23133991061807,3.32359966279505,3.39853313359679
"Ireland","IRL",12.0257909244268,12.4074206954027,12.7910713230197,13.1475948932009,13.5066550900967,13.8658017012923,14.2228307453464
"Israel","ISR",10.8359434925682,11.026757232074,11.2262846729143,11.4705601255891,11.725446660346,11.9769860249625,12.2086744136338
"Italy","ITA",21.299293979756,21.6353388748348,21.9486456695341,22.2348608856856,22.4996889509015,22.7516796025077,23.0121366488811
"Jamaica","JAM",8.38975734526598,8.45040883240775,8.51073029217014,8.60067799036279,8.69333152563913,8.79664255070196,8.92239167324395
"Japan","JPN",24.6255989058732,25.3497097679254,26.0193322610369,26.5918165131425,27.1094794248515,27.576369910355,28.0020492778115
"Jordan","JOR",3.67873723894038,3.71085752522641,3.75562707904485,3.78148613093642,3.81025937162491,3.84649039799834,3.89341629235651
"Kazakhstan","KAZ",6.7840894080547,6.75604236700637,6.75881469718671,6.91842773396588,7.1368232522322,7.39184627103032,7.65234394098093
"Kenya","KEN",2.01287210554855,2.05384768818795,2.10104001943593,2.17634987725358,2.25610560588208,2.33918661191556,2.42382670984367
"Kiribati","KIR",3.52581332839003,3.54325310126062,3.55088794735419,3.69432298887349,3.82452390546436,3.95262717204589,4.08227471387514
"Korea, Dem. People’s Rep.","PRK",9.55296851757579,9.69152507064669,9.72008113300307,9.66873079756667,9.51172884595156,9.33452040978796,9.25808888988112
"Korea, Rep.","KOR",11.9632976922347,12.4027674173524,12.8593609995362,13.3379401871474,13.8522477555421,14.4185558323969,15.0601768953737
"Kuwait","KWT",2.02590421441162,2.06020632678767,2.11889119564625,2.24197125256674,2.38246157206715,2.55047238400198,2.76383898297229
"Kyrgyz Republic","KGZ",4.31388813329185,4.3096179471684,4.33521990911076,4.35853830792861,4.41280746681642,4.49472797559656,4.60029458294692
"Lao PDR","LAO",3.75556616845815,3.79095255910006,3.83632559599499,3.9121680505229,3.99155189064919,4.0751499644481,4.16398457065425
"Late-demographic dividend","LTE",8.86763835741007,9.11715550748472,9.4246076151784,9.81344947850478,10.2543586361769,10.7229597621618,11.1841924563577
"Latin America & Caribbean","LCN",7.3510976581199,7.53743798582397,7.74398598525327,7.96190916351814,8.19617888253059,8.44337995206184,8.70193075665979
"Latin America & Caribbean (excluding high income)","LAC",7.17304759728467,7.3560315417546,7.55897287052935,7.77329559769432,8.003836116688,8.24778554513567,8.50067307757717
"Latin America & the Caribbean (IDA & IBRD countries)","TLA",7.18431324124209,7.36785835900362,7.57163336983283,7.78612228858025,8.01680168111061,8.26117713471048,8.51529389229797
"Latvia","LVA",19.0245076057834,19.2751008178728,19.5186001319535,19.6798708988556,19.833304033577,20.0436203206809,20.3365110033182
"Least developed countries: UN classification","LDC",3.44961397935488,3.4624489832356,3.47330716892536,3.49807242527486,3.51955291131131,3.5402491059174,3.56309786311045
"Lebanon","LBN",6.23819765933562,6.25790203678492,6.32731323968516,6.51996840763739,6.74623605425308,7.00236813439294,7.27329163283236
"Lesotho","LSO",4.7764144479007,4.79322908128185,4.80145661457557,4.83911075984444,4.87264371509141,4.90108749682213,4.92582582526063
"Liberia","LBR",3.23286728397532,3.19763294281508,3.1763348486102,3.19646410439377,3.22270771332556,3.25343179968014,3.28569397416521
"Libya","LBY",4.21107341986849,4.21974911494542,4.23868258257814,4.27654146646371,4.32917411518854,4.39204025898401,4.45823887797361
"Lithuania","LTU",18.1221322900403,18.4012637401283,18.6855532968607,18.9684439517892,19.3009523394487,19.7050331564608,20.1584127130225
"Low & middle income","LMY",6.23644405140331,6.35318180737951,6.49754951804472,6.68728206990362,6.89879913269402,7.12130470151715,7.34026750042776
"Low income","LIC",3.22686763797885,3.23477498015858,3.23816570046177,3.25106339070955,3.25843030039338,3.26502480405233,3.27684199338694
"Lower middle income","LMC",5.00794682940261,5.07306245427773,5.15170744727598,5.26476438095832,5.38486520501239,5.51046010269008,5.63917484904425
"Luxembourg","LUX",13.942605426128,13.9610038303674,13.9942231107331,14.042301955585,14.1067054112956,14.1831541841472,14.2749488817321
"Macao SAR, China","MAC",7.66853952044782,8.09850086749078,8.59097967894899,9.16411568510988,9.79801954753166,10.4842029270023,11.2117355900975
"Madagascar","MDG",2.80916265247697,2.81425668489821,2.83405342094986,2.8782491784287,2.93018379921372,2.98671712579162,3.04406412815873
"Malawi","MWI",2.6604418911307,2.6531239164834,2.63602874191049,2.64748090714811,2.64901419316458,2.64543493031032,2.64202417908193
"Malaysia","MYS",5.52585854596722,5.7486082364305,5.97557487601484,6.20310400110752,6.4339520211868,6.67175462547886,6.92077130929584
"Maldives","MDV",4.14227381115659,4.02675769801041,3.93897761120209,3.85878800114403,3.77838928932599,3.70334460612454,3.64100023919255
"Mali","MLI",2.61527549119889,2.56962620172392,2.53096289200998,2.52190274406259,2.51491565396871,2.50722975755683,2.49512781824385
"Malta","MLT",17.52219283775,18.1891087106605,18.7912141138807,19.3791748166119,19.887288694846,20.3493242997122,20.8171727539444
"Mauritania","MRT",3.12773248628551,3.12048449005011,3.11620415782217,3.1231168337083,3.13071356685355,3.14111215805009,3.15624381310632
"Mauritius","MUS",8.91081459107955,9.41412727511323,9.95405953046395,10.4430347144901,10.951689167014,11.4741730686522,11.99872722633
"Mexico","MEX",6.44976025304518,6.57479338977563,6.7247161862432,6.8733203249054,7.04077048486791,7.22368498087198,7.41666060424488
"Micronesia, Fed. Sts.","FSM",3.29286483016445,3.35889656199393,3.44184765140732,3.62110420541669,3.80678096878673,3.99680397727273,4.19276896718359
"Middle East & North Africa","MEA",4.72351870005487,4.78796811635392,4.87105278669736,4.95934320311796,5.06422769875488,5.18218336727494,5.30833043942875
"Middle East & North Africa (excluding high income)","MNA",4.90890007460732,4.97822267996641,5.06544806372953,5.15292231693663,5.25739262773915,5.37543637508798,5.50214564117712
"Middle East & North Africa (IDA & IBRD countries)","TMN",4.93224151240961,5.00190753819444,5.08977319993849,5.1779564706907,5.28329250549684,5.40251473043988,5.53050226292583
"Middle income","MIC",6.55637478113352,6.68919364762465,6.85364386258919,7.06802797049459,7.30800607508133,7.56132913274682,7.81124141590854
"Moldova","MDA",9.99528541637676,9.96259396618114,10.0489596383914,10.4160123600317,10.909198844048,11.4695563413512,12.0131191070183
"Mongolia","MNG",3.82772380092797,3.83795425202067,3.86434408036982,3.92083534552822,3.99381974226874,4.08353878726245,4.18933345157011
"Montenegro","MNE",13.3014552682627,13.5100415705862,13.7829448956546,14.1418924089379,14.547702780438,14.9749366447439,15.3891720688486
"Morocco","MAR",6.20138633917851,6.25950413421339,6.37665969114636,6.53805300150887,6.7533480761148,7.0129048211122,7.30045477092159
"Mozambique","MOZ",2.96428646180443,2.93481470936584,2.89994061830185,2.90146891451932,2.89833319941368,2.8907644574499,2.87844616926622
"Myanmar","MMR",4.97128699833535,5.05272831966076,5.16851457210366,5.35298376944599,5.56105787656383,5.78464193257209,6.01170459957569
"Namibia","NAM",3.90117250531451,3.82089034904635,3.74132145436701,3.70446861890618,3.66889158685492,3.63603168074514,3.60805442307769
"Nepal","NPL",5.34315510766829,5.4388322178811,5.54055629253211,5.60040256118883,5.6646874040199,5.72767077569198,5.78256761664542
"Netherlands","NLD",16.9250017009527,17.4415449959725,17.9201887959494,18.371661289672,18.7921320210439,19.1961926333387,19.6053197232518
"New Caledonia","NCL",7.90071222591412,8.17512577547537,8.43745964989947,8.68956311476307,8.93162547357027,9.17415792537671,9.42670203359859
"New Zealand","NZL",13.9413944625613,14.2994009668689,14.6471624858165,14.9998551273645,15.3294510418257,15.6524245271741,15.9939561741085
"Nicaragua","NIC",4.60159964845936,4.65372812190539,4.75029084528316,4.88383993969518,5.05229100279004,5.24749744838026,5.45799237399973
"Niger","NER",2.55260931240722,2.56487218751967,2.57546085043029,2.58428601788329,2.59076059297535,2.59500788269853,2.59671142648349
"Nigeria","NGA",2.75866590358119,2.75004836315973,2.73554809053068,2.74600472259014,2.74913596585596,2.74737700532743,2.74308333819201
"North America","NAC",14.0346332413189,14.4035099764635,14.7842332942162,15.1766210170682,15.5632153744856,15.9527647408102,16.357391910239
"North Macedonia","MKD",12.0599672361248,12.2594121115135,12.5201988334693,12.8589162621237,13.2498333330131,13.6701813815648,14.0854223673228
"Norway","NOR",15.7314711912991,16.0400523893654,16.3030334033612,16.5942194449041,16.8349720164506,17.0492221563211,17.272665921403
"OECD members","OED",15.2501379646207,15.5793890058921,15.9052874158717,16.2127875409997,16.5089966955756,16.8019985738298,17.1048970107579
"Oman","OMN",2.38216789922243,2.31554456379772,2.27947193432549,2.30645119160282,2.34472113585979,2.39278695625796,2.44858980507684
"Other small states","OSS",5.2321687205683,5.26628805808909,5.30584979885923,5.36081286939055,5.42179769676887,5.49320575891841,5.57386238629554
"Pacific island small states","PSS",4.32227945306186,4.31505010536447,4.29726441452658,4.3795834576522,4.45736964650662,4.53731737663538,4.62754997555033
"Pakistan","PAK",4.2987233882095,4.30696215667542,4.30997836380842,4.31549556123609,4.31383605287132,4.31277431133756,4.32240770888347
"Panama","PAN",7.20828276323285,7.37587387223894,7.5572882058074,7.72794085226988,7.90991653048905,8.10473107966757,8.31383660521204
"Papua New Guinea","PNG",3.26301490168687,3.25108566668303,3.24954750224322,3.31345365110843,3.37922236880715,3.44526925145617,3.50942541848557
"Paraguay","PRY",5.58057753619048,5.72378986005965,5.88099772363908,6.056856783368,6.24101052837597,6.43021500946081,6.6208246955556
"Peru","PER",6.81826051714203,7.05983600926795,7.32560298678726,7.55773647262604,7.81080245454995,8.08839279183076,8.39347886047604
"Philippines","PHL",4.39712513877222,4.49495151589232,4.60214198335079,4.76295798333335,4.93709669099723,5.12256876829946,5.31499621959123
"Poland","POL",14.6752083001326,15.1989196213319,15.7314838621437,16.3376979048267,16.9312953486375,17.5178167625452,18.1168972529604
"Portugal","PRT",19.882696692769,20.3216999298728,20.761941797688,21.1616092062225,21.5577020889385,21.9538575375873,22.3566907196201
"Post-demographic dividend","PST",17.2217745009122,17.5887323886502,17.9477025326404,18.294717811753,18.6283051451429,18.9561241107504,19.2920641217913
"Pre-demographic dividend","PRE",2.70810963539678,2.7049540697035,2.70240549656877,2.7210206936437,2.73804560627418,2.75381363776434,2.76823377090207
"Puerto Rico","PRI",14.7923802848175,15.4139709850849,16.0372057756309,16.8752941176471,17.7453252823385,18.6748502103569,19.6970895286302
"Qatar","QAT",0.861089783589135,0.927944801516592,0.998515030927112,1.10884901675499,1.23212298622101,1.3700703387375,1.52316311725676
"Romania","ROU",16.3187927983702,16.6299592781568,16.9654269034024,17.4217132153836,17.8817265866248,18.3387013938296,18.79006578875
"Russian Federation","RUS",13.2248963244175,13.3624112578951,13.5538761073839,13.8839771635639,14.2633149894054,14.6747083203719,15.0941252324225
"Rwanda","RWA",2.61747218573343,2.64640735932181,2.6889092345364,2.76580499479511,2.84976305323087,2.9381960775388,3.02825306190331
"Samoa","WSM",4.7331662454514,4.61708138028623,4.50667397022422,4.59197573701391,4.68845980588886,4.80041197375197,4.93310400462716
"Sao Tome and Principe","STP",2.92003102760728,2.89791393113878,2.8791768622889,2.89331634084054,2.90744559102608,2.9256781090661,2.96015921434417
"Saudi Arabia","SAU",2.93661742112246,2.9607527633135,3.02071397622026,3.10632221046056,3.20753529655243,3.31408802294981,3.41288659962284
"Senegal","SEN",3.09293198351756,3.0732135526446,3.06146897967748,3.06522438128101,3.07451900549666,3.08682370101833,3.09847644542059
"Serbia","SRB",15.9089166112787,16.418954250643,16.9566837152719,17.4231584206982,17.8947516248703,18.3457926916963,18.7405034178861
"Seychelles","SYC",7.33015686064564,7.25999044738099,7.24062414453874,7.31271549472364,7.42911074695596,7.59454560435034,7.80548194681754
"Sierra Leone","SLE",3.03981027919512,3.01807799977997,2.98779377443734,2.98988897824674,2.98184277250364,2.96655621131612,2.94773662314425
"Singapore","SGP",8.40421897865629,8.72100283298218,9.04725050392049,9.76849580287652,10.5798994786478,11.4633801933791,12.3931294823164
"Slovak Republic","SVK",13.303183027542,13.6510571483253,14.0470684896325,14.5481176691744,15.0810220451917,15.629246504777,16.1723638921146
"Slovenia","SVN",17.3364968421461,17.6320733179588,18.0132860241821,18.4807709923296,19.0233163840774,19.6068796541788,20.1862840087865
"Small states","SST",5.69898973159455,5.74568855528148,5.79636019659654,5.86789561914148,5.94418506577477,6.03011710454628,6.12688223736299
"Solomon Islands","SLB",3.46591147765938,3.49561132317797,3.52252792985784,3.54757053974732,3.57242244579342,3.59895045928894,3.63080993038459
"Somalia","SOM",2.76133080510645,2.78173433471637,2.79783558998669,2.82890382919737,2.85368354175379,2.87331094294556,2.88920381236561
"South Africa","ZAF",4.89312325017391,4.95295318918134,5.02943260387525,5.12221949305616,5.21917862619865,5.31800500542302,5.41525560779033
"South Asia","SAS",5.19658598380671,5.2928765437091,5.40230481209363,5.54347106563723,5.68986465941401,5.84056048177619,5.99390488515009
"South Asia (IDA & IBRD)","TSA",5.19658598380671,5.2928765437091,5.40230481209363,5.54347106563722,5.68986465941401,5.84056048177619,5.99390488515009
"South Sudan","SSD",3.40423764864146,3.41354899345137,3.41203498655892,3.42229756737999,3.41576478198637,3.39848287985152,3.37680513659551
"Spain","ESP",17.9808804732865,18.3192777362399,18.6468349302748,18.9105406468308,19.1458487271796,19.3785075224995,19.6478229478216
"Sri Lanka","LKA",8.58277138810996,8.99442485322782,9.39190962399274,9.76846627621268,10.1235931486662,10.4732197537841,10.838805756947
