"x1","train"
335,TRUE
336,FALSE
337,TRUE
338,TRUE
339,TRUE
340,TRUE
341,TRUE
342,TRUE
343,TRUE
344,FALSE
345,FALSE
346,TRUE
347,TRUE
348,TRUE
349,TRUE
350,TRUE
351,TRUE
352,TRUE
353,TRUE
354,FALSE
355,TRUE
356,TRUE
357,TRUE
358,FALSE
359,TRUE
360,FALSE
361,FALSE
362,FALSE
363,FALSE
364,FALSE
365,FALSE
366,TRUE
367,TRUE
368,FALSE
369,FALSE
370,FALSE
371,TRUE
372,FALSE
373,TRUE
374,TRUE
375,FALSE
376,TRUE
377,TRUE
378,TRUE
379,FALSE
380,FALSE
381,TRUE
382,FALSE
383,TRUE
384,TRUE
385,TRUE
386,TRUE
387,FALSE
388,TRUE
389,FALSE
390,TRUE
391,TRUE
392,TRUE
393,FALSE
394,TRUE
395,TRUE
396,TRUE
397,FALSE
398,TRUE
399,TRUE
400,TRUE
401,TRUE
402,FALSE
403,FALSE
404,TRUE
405,TRUE
406,TRUE
407,TRUE
408,FALSE
409,TRUE
410,TRUE
411,FALSE
412,TRUE
413,TRUE
414,TRUE
415,FALSE
416,FALSE
417,TRUE
418,TRUE
419,FALSE
420,TRUE
421,TRUE
422,TRUE
423,FALSE
424,FALSE
425,TRUE
426,FALSE
427,FALSE
428,FALSE
429,FALSE
430,TRUE
431,TRUE
432,FALSE
433,TRUE
434,FALSE
435,TRUE
436,TRUE
437,TRUE
438,TRUE
439,TRUE
440,TRUE
441,TRUE
442,FALSE
443,FALSE
444,TRUE
445,TRUE
446,FALSE
447,TRUE
448,FALSE
449,TRUE
450,TRUE
451,FALSE
452,TRUE
453,TRUE
454,TRUE
455,TRUE
456,TRUE
457,TRUE
458,FALSE
459,TRUE
460,TRUE
461,FALSE
462,TRUE
463,TRUE
464,FALSE
465,TRUE
466,FALSE
467,FALSE
468,TRUE
469,TRUE
470,TRUE
471,TRUE
472,FALSE
473,TRUE
474,TRUE
475,TRUE
476,FALSE
477,TRUE
478,TRUE
479,TRUE
480,TRUE
481,TRUE
482,TRUE
483,FALSE
484,TRUE
485,TRUE
486,TRUE
487,FALSE
488,TRUE
489,TRUE
490,FALSE
491,TRUE
492,TRUE
493,TRUE
494,FALSE
495,TRUE
496,FALSE
497,TRUE
498,FALSE
499,TRUE
500,TRUE
501,FALSE
502,TRUE
503,FALSE
504,TRUE
505,FALSE
506,TRUE
507,TRUE
508,TRUE
509,FALSE
510,TRUE
511,TRUE
512,TRUE
513,TRUE
514,TRUE
515,FALSE
516,FALSE
517,TRUE
518,TRUE
519,TRUE
520,TRUE
521,FALSE
522,TRUE
523,TRUE
524,TRUE
525,TRUE
526,TRUE
527,FALSE
528,TRUE
529,TRUE
530,FALSE
531,FALSE
532,TRUE
533,TRUE
534,FALSE
535,FALSE
536,TRUE
537,TRUE
538,FALSE
539,FALSE
540,FALSE
541,FALSE
542,FALSE
543,FALSE
544,TRUE
545,TRUE
546,TRUE
547,TRUE
548,FALSE
549,FALSE
550,FALSE
551,TRUE
552,TRUE
553,TRUE
554,TRUE
555,FALSE
556,TRUE
557,TRUE
558,FALSE
559,TRUE
560,TRUE
561,TRUE
562,FALSE
563,TRUE
564,TRUE
565,TRUE
566,TRUE
567,TRUE
568,TRUE
569,FALSE
570,FALSE
571,TRUE
572,FALSE
573,FALSE
574,TRUE
575,TRUE
576,FALSE
577,TRUE
578,TRUE
579,FALSE
580,TRUE
581,TRUE
582,TRUE
583,TRUE
584,TRUE
585,TRUE
586,FALSE
587,TRUE
588,TRUE
589,TRUE
590,FALSE
591,FALSE
592,TRUE
593,TRUE
594,TRUE
595,TRUE
596,TRUE
597,TRUE
598,FALSE
599,TRUE
600,FALSE
601,TRUE
602,TRUE
603,FALSE
604,TRUE
605,TRUE
606,FALSE
607,TRUE
608,FALSE
609,FALSE
610,TRUE
611,TRUE
612,TRUE
613,TRUE
614,TRUE
615,TRUE
616,TRUE
617,FALSE
618,TRUE
619,TRUE
620,TRUE
621,TRUE
622,FALSE
623,TRUE
624,TRUE
625,TRUE
626,FALSE
627,TRUE
628,FALSE
629,TRUE
630,TRUE
631,FALSE
632,TRUE
633,TRUE
634,TRUE
635,FALSE
636,TRUE
637,TRUE
638,TRUE
639,FALSE
640,FALSE
641,TRUE
642,TRUE
643,FALSE
644,TRUE
645,TRUE
646,FALSE
647,TRUE
648,TRUE
649,FALSE
650,TRUE
651,TRUE
652,TRUE
653,FALSE
654,TRUE
655,TRUE
656,TRUE
657,TRUE
658,TRUE
659,TRUE
660,TRUE
661,FALSE
662,TRUE
663,FALSE
664,TRUE
665,TRUE
666,TRUE
667,FALSE
668,FALSE
669,TRUE
670,FALSE
671,TRUE
672,TRUE
673,TRUE
674,FALSE
675,TRUE
676,TRUE
677,TRUE
678,FALSE
679,TRUE
680,FALSE
681,FALSE
682,TRUE
683,TRUE
684,FALSE
685,TRUE
686,TRUE
687,TRUE
688,TRUE
689,TRUE
690,TRUE
691,FALSE
692,FALSE
693,TRUE
694,TRUE
695,TRUE
696,TRUE
697,TRUE
698,TRUE
699,FALSE
700,TRUE
701,FALSE
702,TRUE
703,TRUE
704,FALSE
705,FALSE
706,FALSE
707,TRUE
708,TRUE
709,TRUE
710,FALSE
711,TRUE
712,TRUE
713,FALSE
714,FALSE
715,TRUE
716,TRUE
717,FALSE
718,FALSE
719,TRUE
720,TRUE
721,FALSE
722,FALSE
723,TRUE
724,TRUE
725,TRUE
726,TRUE
727,TRUE
728,TRUE
729,TRUE
730,TRUE
731,TRUE
732,TRUE
733,FALSE
734,TRUE
735,TRUE
736,TRUE
737,TRUE
738,TRUE
739,TRUE
740,TRUE
741,TRUE
742,TRUE
743,TRUE
744,TRUE
745,FALSE
746,TRUE
747,FALSE
748,TRUE
749,TRUE
750,TRUE
751,FALSE
752,TRUE
753,TRUE
754,FALSE
755,TRUE
756,TRUE
757,TRUE
758,FALSE
759,TRUE
760,TRUE
761,TRUE
762,TRUE
763,TRUE
764,FALSE
765,TRUE
766,TRUE
767,TRUE
768,FALSE
769,TRUE
770,TRUE
771,TRUE
772,TRUE
773,FALSE
774,TRUE
775,TRUE
776,TRUE
777,TRUE
778,TRUE
779,TRUE
780,FALSE
781,FALSE
782,TRUE
783,TRUE
784,TRUE
785,FALSE
786,TRUE
787,TRUE
788,TRUE
789,TRUE
790,TRUE
791,TRUE
792,FALSE
793,TRUE
794,FALSE
795,TRUE
796,FALSE
797,TRUE
798,TRUE
799,TRUE
800,TRUE
801,TRUE
802,TRUE
803,TRUE
804,TRUE
805,TRUE
806,TRUE
807,TRUE
808,TRUE
809,FALSE
810,FALSE
811,TRUE
812,TRUE
813,TRUE
814,TRUE
815,TRUE
816,TRUE
817,TRUE
818,FALSE
819,TRUE
820,FALSE
821,TRUE
822,TRUE
823,TRUE
824,TRUE
825,TRUE
826,TRUE
827,TRUE
828,TRUE
829,TRUE
830,TRUE
831,TRUE
832,TRUE
833,TRUE
834,TRUE
835,FALSE
836,TRUE
837,TRUE
838,TRUE
839,TRUE
840,FALSE
841,TRUE
842,TRUE
843,TRUE
844,TRUE
845,FALSE
846,TRUE
847,TRUE
848,TRUE
849,TRUE
850,TRUE
851,FALSE
852,TRUE
853,FALSE
854,TRUE
855,TRUE
856,TRUE
857,FALSE
858,FALSE
859,TRUE
860,FALSE
861,FALSE
862,TRUE
863,TRUE
864,TRUE
865,TRUE
866,TRUE
867,TRUE
868,FALSE
869,FALSE
870,TRUE
871,TRUE
872,TRUE
873,TRUE
874,TRUE
875,TRUE
876,TRUE
877,FALSE
878,TRUE
879,TRUE
880,FALSE
881,FALSE
882,TRUE
883,TRUE
884,TRUE
885,FALSE
886,TRUE
887,FALSE
888,FALSE
889,TRUE
890,TRUE
891,FALSE
892,TRUE
893,TRUE
894,FALSE
895,TRUE
896,FALSE
897,TRUE
898,TRUE
899,TRUE
900,TRUE
901,TRUE
902,FALSE
903,FALSE
904,TRUE
905,FALSE
906,TRUE
907,TRUE
908,TRUE
909,TRUE
910,FALSE
911,TRUE
912,TRUE
913,TRUE
914,FALSE
915,TRUE
916,FALSE
917,FALSE
918,TRUE
919,TRUE
920,FALSE
921,TRUE
922,TRUE
923,TRUE
924,TRUE
925,TRUE
926,TRUE
927,TRUE
928,TRUE
929,FALSE
930,TRUE
931,TRUE
932,TRUE
933,FALSE
934,FALSE
935,TRUE
936,TRUE
937,TRUE
938,FALSE
939,TRUE
940,FALSE
941,FALSE
942,FALSE
943,FALSE
944,TRUE
945,FALSE
946,TRUE
947,TRUE
948,TRUE
949,TRUE
950,TRUE
951,FALSE
952,TRUE
953,TRUE
954,TRUE
955,TRUE
956,TRUE
957,TRUE
958,TRUE
959,TRUE
960,TRUE
961,TRUE
962,TRUE
963,TRUE
964,TRUE
965,TRUE
966,TRUE
967,FALSE
968,TRUE
969,FALSE
970,TRUE
971,FALSE
972,TRUE
973,TRUE
974,TRUE
975,TRUE
976,TRUE
977,TRUE
978,TRUE
979,FALSE
980,FALSE
981,TRUE
982,FALSE
983,TRUE
984,TRUE
985,TRUE
986,TRUE
987,FALSE
988,TRUE
989,TRUE
990,TRUE
991,FALSE
992,TRUE
993,TRUE
994,TRUE
995,FALSE
996,TRUE
997,TRUE
998,TRUE
999,TRUE
1000,TRUE
1001,TRUE
1002,FALSE
1003,TRUE
1004,TRUE
1005,TRUE
1006,FALSE
1007,FALSE
1008,TRUE
1009,TRUE
1010,TRUE
1011,FALSE
1012,FALSE
1013,TRUE
1014,FALSE
1015,TRUE
1016,FALSE
1017,TRUE
1018,TRUE
1019,FALSE
1020,FALSE
1021,TRUE
1022,TRUE
1023,TRUE
1024,TRUE
1025,TRUE
1026,TRUE
1027,FALSE
1028,TRUE
1029,TRUE
1030,TRUE
1031,TRUE
1032,TRUE
1033,FALSE
1034,TRUE
1035,TRUE
1036,FALSE
1037,FALSE
1038,TRUE
1039,TRUE
1040,FALSE
1041,TRUE
1042,TRUE
1043,TRUE
1044,FALSE
1045,TRUE
1046,TRUE
1047,TRUE
1048,TRUE
1049,TRUE
1050,FALSE
1051,TRUE
1052,TRUE
1053,FALSE
1054,FALSE
1055,TRUE
1056,TRUE
1057,TRUE
1058,TRUE
1059,TRUE
1060,TRUE
1061,TRUE
1062,TRUE
1063,FALSE
1064,FALSE
1065,FALSE
1066,TRUE
1067,TRUE
1068,TRUE
1069,TRUE
1070,TRUE
1071,TRUE
1072,TRUE
1073,TRUE
1074,TRUE
1075,TRUE
1076,TRUE
1077,TRUE
1078,FALSE
1079,TRUE
1080,FALSE
1081,TRUE
1082,FALSE
1083,TRUE
1084,TRUE
1085,TRUE
1086,TRUE
1087,TRUE
1088,TRUE
1089,TRUE
1090,TRUE
1091,FALSE
1092,TRUE
1093,FALSE
1094,TRUE
1095,TRUE
1096,TRUE
1097,TRUE
1098,TRUE
1099,TRUE
1100,TRUE
1101,FALSE
1102,FALSE
1103,TRUE
1104,FALSE
1105,TRUE
1106,TRUE
1107,FALSE
1108,TRUE
1109,TRUE
1110,TRUE
1111,FALSE
1112,TRUE
1113,FALSE
1114,TRUE
1115,FALSE
1116,TRUE
1117,TRUE
1118,FALSE
1119,FALSE
1120,TRUE
1121,TRUE
1122,TRUE
1123,FALSE
1124,TRUE
1125,TRUE
1126,TRUE
1127,FALSE
1128,TRUE
1129,TRUE
1130,FALSE
1131,TRUE
1132,TRUE
1133,FALSE
1134,TRUE
1135,TRUE
1136,TRUE
1137,TRUE
1138,TRUE
1139,TRUE
1140,TRUE
1141,TRUE
1142,TRUE
1143,TRUE
1144,TRUE
1145,TRUE
1146,TRUE
1147,FALSE
1148,TRUE
1149,TRUE
1150,TRUE
1151,TRUE
1152,TRUE
1153,TRUE
1154,TRUE
1155,TRUE
1156,TRUE
1157,TRUE
1158,TRUE
1159,TRUE
1160,TRUE
1161,TRUE
1162,TRUE
1163,FALSE
1164,TRUE
1165,FALSE
1166,TRUE
1167,TRUE
1168,TRUE
1169,FALSE
1170,TRUE
1171,TRUE
1172,FALSE
1173,FALSE
1174,TRUE
1175,FALSE
1176,TRUE
1177,TRUE
1178,TRUE
1179,TRUE
1180,TRUE
1181,TRUE
1182,TRUE
1183,TRUE
1184,TRUE
1185,TRUE
1186,FALSE
1187,TRUE
1188,FALSE
1189,TRUE
1190,TRUE
1191,TRUE
1192,FALSE
1193,TRUE
1194,TRUE
1195,FALSE
1196,TRUE
1197,TRUE
1198,FALSE
1199,FALSE
1200,TRUE
1201,FALSE
1202,TRUE
1203,TRUE
1204,TRUE
1205,TRUE
1206,TRUE
1207,FALSE
1208,TRUE
1209,FALSE
1210,TRUE
1211,TRUE
1212,FALSE
1213,TRUE
1214,TRUE
1215,TRUE
1216,FALSE
1217,FALSE
1218,TRUE
1219,TRUE
1220,FALSE
1221,FALSE
1222,TRUE
1223,FALSE
1224,TRUE
1225,FALSE
1226,FALSE
1227,TRUE
1228,TRUE
1229,TRUE
1230,TRUE
1231,TRUE
1232,TRUE
1233,FALSE
1234,TRUE
1235,TRUE
1236,FALSE
1237,FALSE
1238,FALSE
1239,FALSE
1240,TRUE
1241,FALSE
1242,FALSE
1243,FALSE
1244,TRUE
1245,TRUE
1246,FALSE
1247,FALSE
1248,TRUE
1249,TRUE
1250,TRUE
1251,FALSE
1252,FALSE
1253,TRUE
1254,TRUE
1255,TRUE
1256,TRUE
1257,TRUE
1258,FALSE
1259,TRUE
1260,TRUE
1261,TRUE
1262,TRUE
1263,FALSE
1264,TRUE
1265,TRUE
1266,FALSE
1267,FALSE
1268,FALSE
1269,TRUE
1270,TRUE
1271,FALSE
1272,TRUE
1273,TRUE
1274,FALSE
1275,TRUE
1276,TRUE
1277,FALSE
1278,TRUE
1279,FALSE
1280,TRUE
1281,TRUE
1282,TRUE
1283,TRUE
1284,TRUE
1285,FALSE
1286,FALSE
1287,TRUE
1288,TRUE
1289,FALSE
1290,TRUE
1291,TRUE
1292,TRUE
1293,FALSE
1294,TRUE
1295,FALSE
1296,TRUE
1297,TRUE
1298,TRUE
1299,TRUE
1300,TRUE
1301,FALSE
1302,FALSE
1303,TRUE
1304,TRUE
1305,TRUE
1306,TRUE
1307,TRUE
1308,TRUE
1309,TRUE
1310,TRUE
1311,TRUE
1312,TRUE
1313,TRUE
1314,TRUE
1315,TRUE
1316,TRUE
1317,TRUE
1318,TRUE
1319,TRUE
1320,TRUE
1321,TRUE
1322,FALSE
1323,TRUE
1324,TRUE
1325,TRUE
1326,FALSE
1327,TRUE
1328,TRUE
1329,FALSE
1330,TRUE
1331,TRUE
1332,TRUE
1333,TRUE
1334,TRUE
1335,FALSE
1336,FALSE
1337,FALSE
1338,TRUE
1339,TRUE
1340,TRUE
1341,TRUE
1342,TRUE
1343,FALSE
1344,TRUE
1345,TRUE
1346,TRUE
1347,TRUE
1348,TRUE
1349,TRUE
1350,TRUE
1351,TRUE
1352,FALSE
1353,TRUE
1354,TRUE
1355,TRUE
1356,FALSE
1357,TRUE
1358,TRUE
1359,FALSE
1360,TRUE
1361,TRUE
1362,TRUE
1363,TRUE
1364,TRUE
1365,TRUE
1366,TRUE
1367,TRUE
1368,TRUE
1369,FALSE
1370,TRUE
1371,FALSE
1372,TRUE
1373,TRUE
1374,TRUE
1375,TRUE
1376,TRUE
1377,FALSE
1378,FALSE
1379,TRUE
1380,TRUE
1381,TRUE
1382,TRUE
1383,FALSE
1384,TRUE
1385,TRUE
1386,FALSE
1387,TRUE
1388,TRUE
1389,TRUE
1390,TRUE
1391,TRUE
1392,FALSE
1393,TRUE
1394,TRUE
1395,FALSE
1396,TRUE
1397,TRUE
1398,TRUE
1399,TRUE
1400,TRUE
1401,TRUE
1402,FALSE
1403,TRUE
1404,FALSE
1405,FALSE
1406,TRUE
1407,FALSE
1408,TRUE
1409,TRUE
1410,TRUE
1411,TRUE
1412,TRUE
1413,FALSE
1414,TRUE
1415,FALSE
1416,TRUE
1417,FALSE
1418,TRUE
1419,TRUE
1420,FALSE
1421,TRUE
1422,TRUE
1423,TRUE
1424,TRUE
1425,TRUE
1426,TRUE
1427,TRUE
1428,TRUE
1429,FALSE
1430,TRUE
1431,TRUE
1432,TRUE
1433,FALSE
1434,TRUE
1435,TRUE
1436,TRUE
1437,FALSE
1438,TRUE
1439,FALSE
1440,TRUE
1441,TRUE
1442,TRUE
1443,FALSE
1444,TRUE
1445,FALSE
1446,FALSE
1447,FALSE
1448,TRUE
1449,FALSE
1450,TRUE
1451,FALSE
1452,TRUE
1453,TRUE
1454,TRUE
1455,TRUE
1456,TRUE
1457,FALSE
1458,FALSE
1459,TRUE
1460,FALSE
1461,TRUE
1462,TRUE
1463,TRUE
1464,TRUE
1465,FALSE
1466,FALSE
1467,TRUE
1468,FALSE
1469,TRUE
1470,TRUE
1471,TRUE
1472,TRUE
1473,FALSE
1474,TRUE
1475,TRUE
1476,TRUE
1477,FALSE
1478,TRUE
1479,TRUE
1480,TRUE
1481,TRUE
1482,TRUE
1483,TRUE
1484,TRUE
1485,FALSE
1486,TRUE
1487,TRUE
1488,FALSE
1489,TRUE
1490,TRUE
1491,TRUE
1492,TRUE
1493,FALSE
1494,TRUE
1495,TRUE
1496,TRUE
1497,FALSE
1498,FALSE
1499,FALSE
1500,TRUE
1501,TRUE
1502,TRUE
1503,TRUE
1504,TRUE
1505,FALSE
1506,TRUE
1507,FALSE
1508,TRUE
1509,FALSE
1510,TRUE
1511,FALSE
1512,TRUE
1513,TRUE
1514,TRUE
1515,TRUE
1516,FALSE
1517,TRUE
1518,TRUE
1519,FALSE
1520,FALSE
1521,TRUE
1522,FALSE
1523,FALSE
1524,TRUE
1525,TRUE
1526,TRUE
1527,TRUE
1528,FALSE
1529,FALSE
1530,FALSE
1531,TRUE
1532,TRUE
1533,TRUE
1534,TRUE
1535,TRUE
1536,TRUE
1537,TRUE
1538,TRUE
1539,FALSE
1540,TRUE
1541,TRUE
1542,TRUE
1543,TRUE
1544,TRUE
1545,FALSE
1546,TRUE
1547,TRUE
1548,TRUE
1549,TRUE
1550,FALSE
1551,TRUE
1552,TRUE
1553,TRUE
1554,TRUE
1555,TRUE
1556,FALSE
1557,TRUE
1558,TRUE
1559,TRUE
1560,TRUE
1561,TRUE
1562,FALSE
1563,TRUE
1564,TRUE
1565,TRUE
1566,TRUE
1567,FALSE
1568,TRUE
1569,TRUE
1570,TRUE
1571,FALSE
1572,TRUE
1573,TRUE
1574,TRUE
1575,TRUE
1576,TRUE
1577,TRUE
1578,TRUE
1579,FALSE
1580,TRUE
1581,TRUE
1582,TRUE
1583,TRUE
1584,TRUE
1585,TRUE
1586,TRUE
1587,TRUE
1588,FALSE
1589,TRUE
1590,TRUE
1591,FALSE
1592,TRUE
1593,FALSE
1594,FALSE
1595,FALSE
1596,TRUE
1597,TRUE
1598,TRUE
1599,TRUE
1600,TRUE
1601,TRUE
1602,TRUE
1603,TRUE
1604,TRUE
1605,TRUE
1606,TRUE
1607,FALSE
1608,TRUE
1609,FALSE
1610,TRUE
1611,FALSE
1612,TRUE
1613,TRUE
1614,TRUE
1615,FALSE
1616,TRUE
1617,TRUE
1618,TRUE
1619,FALSE
1620,TRUE
1621,TRUE
1622,TRUE
1623,TRUE
1624,FALSE
1625,TRUE
1626,FALSE
1627,FALSE
1628,TRUE
1629,TRUE
1630,FALSE
1631,TRUE
1632,FALSE
1633,TRUE
1634,TRUE
1635,TRUE
1636,TRUE
1637,TRUE
1638,TRUE
1639,TRUE
1640,TRUE
1641,TRUE
1642,TRUE
1643,TRUE
1644,TRUE
1645,FALSE
1646,TRUE
1647,TRUE
1648,TRUE
1649,FALSE
1650,TRUE
1651,TRUE
1652,TRUE
1653,FALSE
1654,TRUE
1655,TRUE
1656,FALSE
1657,FALSE
1658,TRUE
1659,TRUE
1660,TRUE
1661,TRUE
1662,TRUE
1663,TRUE
1664,FALSE
1665,TRUE
1666,TRUE
1667,FALSE
1668,FALSE
1669,TRUE
1670,FALSE
1671,FALSE
1672,TRUE
1673,FALSE
1674,TRUE
1675,TRUE
1676,TRUE
1677,TRUE
1678,TRUE
1679,TRUE
1680,FALSE
1681,FALSE
1682,TRUE
1683,TRUE
1684,TRUE
1685,TRUE
1686,TRUE
1687,TRUE
1688,TRUE
1689,TRUE
1690,FALSE
1691,TRUE
1692,TRUE
1693,TRUE
1694,FALSE
1695,TRUE
1696,TRUE
1697,FALSE
1698,TRUE
1699,TRUE
1700,TRUE
1701,TRUE
1702,TRUE
1703,FALSE
1704,TRUE
1705,TRUE
1706,TRUE
1707,TRUE
1708,TRUE
1709,FALSE
1710,FALSE
1711,TRUE
1712,TRUE
1713,FALSE
1714,TRUE
1715,TRUE
1716,TRUE
1717,TRUE
1718,TRUE
1719,TRUE
1720,TRUE
1721,TRUE
1722,TRUE
1723,TRUE
1724,FALSE
1725,TRUE
1726,FALSE
1727,TRUE
1728,FALSE
1729,FALSE
1730,TRUE
1731,TRUE
1732,TRUE
1733,TRUE
1734,FALSE
1735,FALSE
1736,TRUE
1737,TRUE
1738,FALSE
1739,FALSE
1740,TRUE
1741,TRUE
1742,TRUE
1743,TRUE
1744,TRUE
1745,TRUE
1746,TRUE
1747,TRUE
1748,FALSE
1749,TRUE
1750,FALSE
1751,FALSE
1752,TRUE
1753,FALSE
1754,TRUE
1755,FALSE
1756,TRUE
1757,TRUE
1758,TRUE
1759,TRUE
1760,TRUE
1761,TRUE
1762,TRUE
1763,TRUE
1764,FALSE
1765,TRUE
1766,TRUE
1767,FALSE
1768,TRUE
1769,TRUE
1770,TRUE
1771,TRUE
1772,FALSE
1773,TRUE
1774,TRUE
1775,TRUE
1776,FALSE
1777,TRUE
1778,TRUE
1779,TRUE
1780,TRUE
1781,TRUE
1782,TRUE
1783,TRUE
1784,TRUE
1785,FALSE
1786,TRUE
1787,FALSE
1788,FALSE
1789,TRUE
1790,FALSE
1791,FALSE
1792,TRUE
1793,TRUE
1794,TRUE
1795,TRUE
1796,TRUE
1797,FALSE
1798,TRUE
1799,TRUE
1800,TRUE
1801,TRUE
1802,TRUE
1803,TRUE
1804,FALSE
1805,FALSE
1806,TRUE
1807,TRUE
1808,FALSE
1809,FALSE
1810,FALSE
1811,TRUE
1812,TRUE
1813,TRUE
1814,TRUE
1815,TRUE
1816,TRUE
1817,FALSE
1818,TRUE
1819,TRUE
1820,TRUE
1821,FALSE
1822,FALSE
1823,TRUE
1824,TRUE
1825,TRUE
1826,TRUE
1827,TRUE
1828,TRUE
1829,TRUE
1830,TRUE
1831,TRUE
1832,TRUE
1833,FALSE
1834,TRUE
1835,TRUE
1836,TRUE
1837,TRUE
1838,TRUE
1839,TRUE
1840,TRUE
1841,TRUE
1842,TRUE
1843,TRUE
1844,TRUE
1845,TRUE
1846,FALSE
1847,TRUE
1848,TRUE
1849,TRUE
1850,TRUE
1851,FALSE
1852,TRUE
1853,FALSE
1854,FALSE
1855,TRUE
1856,TRUE
1857,TRUE
1858,FALSE
1859,TRUE
1860,TRUE
1861,TRUE
1862,TRUE
1863,FALSE
1864,TRUE
1865,TRUE
1866,TRUE
1867,TRUE
1868,TRUE
1869,FALSE
1870,FALSE
1871,TRUE
1872,FALSE
1873,TRUE
