"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","AUS","Australia","2015","2015",9812,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","AUS","Australia","2016","2016",10186,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","AUS","Australia","2000","2000",52410,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","AUS","Australia","2001","2001",51461,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","AUS","Australia","2002","2002",52199,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","AUS","Australia","2003","2003",53598,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","AUS","Australia","2004","2004",55293,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","AUS","Australia","2005","2005",54602,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","AUS","Australia","2006","2006",55904,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","AUS","Australia","2007","2007",56467,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","AUS","Australia","2008","2008",56548,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","AUS","Australia","2009","2009",56912,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","AUS","Australia","2010","2010",57838,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","AUS","Australia","2011","2011",58545,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","AUS","Australia","2012","2012",58311,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","AUS","Australia","2013","2013",58567,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","AUS","Australia","2014","2014",60340,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","AUS","Australia","2015","2015",60957,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","AUS","Australia","2016","2016",61797,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","AUS","Australia","2000","2000",10901,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","AUS","Australia","2001","2001",11175,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","AUS","Australia","2002","2002",10619,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","AUS","Australia","2003","2003",10715,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","AUS","Australia","2004","2004",10763,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","AUS","Australia","2005","2005",11167,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","AUS","Australia","2006","2006",11551,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","AUS","Australia","2008","2008",11784,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","AUS","Australia","2009","2009",11755,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","AUS","Australia","2010","2010",11882,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","AUS","Australia","2011","2011",11980,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","AUS","Australia","2012","2012",12299,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","AUS","Australia","2013","2013",12428,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","AUS","Australia","2014","2014",12578,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","AUS","Australia","2015","2015",13122,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","AUS","Australia","2016","2016",13552,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","AUS","Australia","2000","2000",13564,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","AUS","Australia","2001","2001",13573,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","AUS","Australia","2002","2002",13835,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","AUS","Australia","2003","2003",13927,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","AUS","Australia","2004","2004",13583,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","AUS","Australia","2005","2005",12946,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","AUS","Australia","2006","2006",12876,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","AUS","Australia","2008","2008",12901,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","AUS","Australia","2009","2009",13171,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","AUS","Australia","2010","2010",13512,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","AUS","Australia","2011","2011",14051,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","AUS","Australia","2012","2012",14590,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","AUS","Australia","2013","2013",15515,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","AUS","Australia","2014","2014",16101,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","AUS","Australia","2015","2015",16800,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","AUS","Australia","2016","2016",17477,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","AUT","Austria","2000","2000",63674,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","AUT","Austria","2001","2001",63114,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","AUT","Austria","2002","2002",63092,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","AUT","Austria","2003","2003",62806,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","AUT","Austria","2004","2004",63206,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","AUT","Austria","2005","2005",63248,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","AUT","Austria","2006","2006",63354,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","AUT","Austria","2007","2007",64307,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","AUT","Austria","2008","2008",64018,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","AUT","Austria","2009","2009",64069,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","AUT","Austria","2010","2010",64008,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","AUT","Austria","2011","2011",64417,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","AUT","Austria","2012","2012",64691,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","AUT","Austria","2013","2013",64825,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","AUT","Austria","2014","2014",64815,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","AUT","Austria","2015","2015",65138,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","AUT","Austria","2016","2016",64838,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","AUT","Austria","2017","2017",64805,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","AUT","Austria","2000","2000",54869,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","AUT","Austria","2001","2001",54305,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","AUT","Austria","2002","2002",53881,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","AUT","Austria","2003","2003",53247,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","AUT","Austria","2004","2004",53035,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","AUT","Austria","2005","2005",52870,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","AUT","Austria","2006","2006",52679,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","AUT","Austria","2007","2007",52922,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","AUT","Austria","2008","2008",52364,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","AUT","Austria","2009","2009",51967,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","AUT","Austria","2010","2010",51504,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","AUT","Austria","2011","2011",51189,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","AUT","Austria","2012","2012",50541,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","AUT","Austria","2013","2013",49792,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","AUT","Austria","2014","2014",49395,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","AUT","Austria","2015","2015",48860,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","AUT","Austria","2016","2016",48472,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","AUT","Austria","2017","2017",47920,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","AUT","Austria","2000","2000",4719,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","AUT","Austria","2001","2001",4580,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","AUT","Austria","2002","2002",4562,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","AUT","Austria","2003","2003",4626,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","AUT","Austria","2004","2004",4807,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","AUT","Austria","2005","2005",4913,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","AUT","Austria","2006","2006",5007,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","AUT","Austria","2007","2007",5352,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","AUT","Austria","2008","2008",5145,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","AUT","Austria","2009","2009",5146,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","AUT","Austria","2010","2010",5276,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","AUT","Austria","2011","2011",5273,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","AUT","Austria","2012","2012",5251,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","AUT","Austria","2013","2013",5279,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","AUT","Austria","2014","2014",5263,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","AUT","Austria","2015","2015",5294,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","AUT","Austria","2016","2016",5291,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","AUT","Austria","2017","2017",5338,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","AUT","Austria","2000","2000",3590,"B","Break"
"HOPILIMM","Long-term care beds","NOMBRENB","Number","AUT","Austria","2001","2001",3552,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","AUT","Austria","2002","2002",3776,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","AUT","Austria","2003","2003",3613,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","AUT","Austria","2004","2004",3548,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","AUT","Austria","2005","2005",3387,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","AUT","Austria","2006","2006",3553,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","AUT","Austria","2007","2007",3863,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","AUT","Austria","2008","2008",3735,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","AUT","Austria","2009","2009",3897,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","AUT","Austria","2010","2010",3888,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","AUT","Austria","2011","2011",4285,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","AUT","Austria","2012","2012",4360,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","AUT","Austria","2013","2013",4725,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","AUT","Austria","2014","2014",5156,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","AUT","Austria","2015","2015",5876,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","AUT","Austria","2016","2016",5877,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","AUT","Austria","2017","2017",5832,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","AUT","Austria","2000","2000",0,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","AUT","Austria","2001","2001",0,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","AUT","Austria","2002","2002",0,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","AUT","Austria","2003","2003",0,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","AUT","Austria","2004","2004",0,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","AUT","Austria","2005","2005",0,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","AUT","Austria","2006","2006",0,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","AUT","Austria","2007","2007",0,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","AUT","Austria","2008","2008",0,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","AUT","Austria","2009","2009",0,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","AUT","Austria","2010","2010",0,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","AUT","Austria","2011","2011",0,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","AUT","Austria","2012","2012",0,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","AUT","Austria","2013","2013",0,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","AUT","Austria","2014","2014",0,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","AUT","Austria","2015","2015",0,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","AUT","Austria","2016","2016",0,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","AUT","Austria","2017","2017",0,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","AUT","Austria","2000","2000",47549,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","AUT","Austria","2001","2001",47252,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","AUT","Austria","2002","2002",47124,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","AUT","Austria","2003","2003",46656,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","AUT","Austria","2004","2004",46555,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","AUT","Austria","2005","2005",46350,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","AUT","Austria","2006","2006",45941,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","AUT","Austria","2007","2007",46412,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","AUT","Austria","2008","2008",45801,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","AUT","Austria","2009","2009",45778,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","AUT","Austria","2010","2010",45367,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","AUT","Austria","2011","2011",45381,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","AUT","Austria","2012","2012",45107,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","AUT","Austria","2013","2013",45029,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","AUT","Austria","2014","2014",44823,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","AUT","Austria","2015","2015",45097,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","AUT","Austria","2016","2016",44910,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","AUT","Austria","2017","2017",45235,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2000","2000",11565,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2001","2001",11332,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2002","2002",11311,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2003","2003",11150,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2004","2004",11203,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2005","2005",11182,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2006","2006",11218,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2007","2007",11451,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2008","2008",11526,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2009","2009",11493,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2010","2010",11519,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2011","2011",11450,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2012","2012",11417,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2013","2013",11318,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2014","2014",11263,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2015","2015",11223,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2016","2016",11185,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2017","2017",10697,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2000","2000",4560,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2001","2001",4530,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2002","2002",4657,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2003","2003",5000,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2004","2004",5448,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2005","2005",5716,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2006","2006",6195,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2007","2007",6444,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2008","2008",6691,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2009","2009",6798,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2010","2010",7122,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2011","2011",7586,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2012","2012",8167,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2013","2013",8478,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2014","2014",8729,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2015","2015",8818,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2016","2016",8743,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2017","2017",8873,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","BEL","Belgium","2000","2000",68903,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","BEL","Belgium","2001","2001",68104,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","BEL","Belgium","2002","2002",67570,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","BEL","Belgium","2003","2003",67739,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","BEL","Belgium","2004","2004",67566,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","BEL","Belgium","2005","2005",67430,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","BEL","Belgium","2006","2006",67009,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","BEL","Belgium","2007","2007",66588,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","BEL","Belgium","2008","2008",66925,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","BEL","Belgium","2009","2009",66422,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","BEL","Belgium","2010","2010",66645,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","BEL","Belgium","2011","2011",66785,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","BEL","Belgium","2012","2012",66477,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","BEL","Belgium","2013","2013",66148,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","BEL","Belgium","2014","2014",65590,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","BEL","Belgium","2015","2015",65753,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","BEL","Belgium","2016","2016",65314,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","BEL","Belgium","2017","2017",64423,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","BEL","Belgium","2018","2018",64248,"P","Provisional value"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","BEL","Belgium","2000","2000",63510,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","BEL","Belgium","2001","2001",62005,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","BEL","Belgium","2002","2002",61159,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","BEL","Belgium","2003","2003",61179,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","BEL","Belgium","2004","2004",60893,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","BEL","Belgium","2005","2005",60683,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","BEL","Belgium","2006","2006",60071,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","BEL","Belgium","2007","2007",59656,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","BEL","Belgium","2008","2008",59909,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","BEL","Belgium","2009","2009",59245,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","BEL","Belgium","2010","2010",59482,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","BEL","Belgium","2011","2011",59422,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","BEL","Belgium","2012","2012",58879,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","BEL","Belgium","2013","2013",58519,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","BEL","Belgium","2014","2014",58777,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","BEL","Belgium","2015","2015",58531,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","BEL","Belgium","2016","2016",58025,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","BEL","Belgium","2017","2017",56927,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","BEL","Belgium","2018","2018",56758,"P","Provisional value"
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","BEL","Belgium","2000","2000",16231,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","BEL","Belgium","2001","2001",15728,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","BEL","Belgium","2002","2002",15675,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","BEL","Belgium","2003","2003",15682,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","BEL","Belgium","2004","2004",15813,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","BEL","Belgium","2005","2005",15967,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","BEL","Belgium","2006","2006",15924,,
