"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","AUS","Australia","2005","2005",424,"E","Estimated value"
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","AUS","Australia","2006","2006",433,"E","Estimated value"
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","AUS","Australia","2008","2008",448,"E","Estimated value"
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","AUS","Australia","2009","2009",464,"E","Estimated value"
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","AUS","Australia","2010","2010",478,"E","Estimated value"
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","AUS","Australia","2011","2011",477,"E","Estimated value"
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","AUS","Australia","2012","2012",491,"E","Estimated value"
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","AUS","Australia","2013","2013",503,"E","Estimated value"
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","AUS","Australia","2014","2014",517,"E","Estimated value"
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","AUS","Australia","2015","2015",523,"E","Estimated value"
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","AUS","Australia","2016","2016",543,"E","Estimated value"
"HOSPTHOS","Hospitals","NOMBRENB","Number","AUT","Austria","2000","2000",269,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","AUT","Austria","2001","2001",264,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","AUT","Austria","2002","2002",267,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","AUT","Austria","2003","2003",261,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","AUT","Austria","2004","2004",263,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","AUT","Austria","2005","2005",264,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","AUT","Austria","2006","2006",263,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","AUT","Austria","2007","2007",269,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","AUT","Austria","2008","2008",266,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","AUT","Austria","2009","2009",266,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","AUT","Austria","2010","2010",267,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","AUT","Austria","2011","2011",272,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","AUT","Austria","2012","2012",277,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","AUT","Austria","2013","2013",278,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","AUT","Austria","2014","2014",279,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","AUT","Austria","2015","2015",278,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","AUT","Austria","2016","2016",273,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","AUT","Austria","2017","2017",271,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","AUT","Austria","2000","2000",141,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","AUT","Austria","2001","2001",141,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","AUT","Austria","2002","2002",140,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","AUT","Austria","2003","2003",139,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","AUT","Austria","2004","2004",138,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","AUT","Austria","2005","2005",136,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","AUT","Austria","2006","2006",132,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","AUT","Austria","2007","2007",132,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","AUT","Austria","2008","2008",131,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","AUT","Austria","2009","2009",130,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","AUT","Austria","2010","2010",129,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","AUT","Austria","2011","2011",128,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","AUT","Austria","2012","2012",127,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","AUT","Austria","2013","2013",124,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","AUT","Austria","2014","2014",122,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","AUT","Austria","2015","2015",119,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","AUT","Austria","2016","2016",118,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","AUT","Austria","2017","2017",116,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","AUT","Austria","2000","2000",171,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","AUT","Austria","2001","2001",168,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","AUT","Austria","2002","2002",168,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","AUT","Austria","2003","2003",162,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","AUT","Austria","2004","2004",160,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","AUT","Austria","2005","2005",161,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","AUT","Austria","2006","2006",158,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","AUT","Austria","2007","2007",159,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","AUT","Austria","2008","2008",156,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","AUT","Austria","2009","2009",156,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","AUT","Austria","2010","2010",155,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","AUT","Austria","2011","2011",156,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","AUT","Austria","2012","2012",154,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","AUT","Austria","2013","2013",154,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","AUT","Austria","2014","2014",154,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","AUT","Austria","2015","2015",153,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","AUT","Austria","2016","2016",148,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","AUT","Austria","2017","2017",147,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2000","2000",41,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2001","2001",41,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2002","2002",41,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2003","2003",41,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2004","2004",41,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2005","2005",41,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2006","2006",40,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2007","2007",42,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2008","2008",43,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2009","2009",43,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2010","2010",43,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2011","2011",42,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2012","2012",43,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2013","2013",43,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2014","2014",42,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2015","2015",42,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2016","2016",41,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2017","2017",39,,
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2000","2000",57,,
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2001","2001",55,,
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2002","2002",58,,
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2003","2003",58,,
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2004","2004",62,,
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2005","2005",62,,
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2006","2006",65,,
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2007","2007",68,,
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2008","2008",67,,
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2009","2009",67,,
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2010","2010",69,,
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2011","2011",74,,
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2012","2012",80,,
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2013","2013",81,,
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2014","2014",83,,
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2015","2015",83,,
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2016","2016",84,,
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2017","2017",85,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","BEL","Belgium","2000","2000",225,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","BEL","Belgium","2001","2001",221,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","BEL","Belgium","2002","2002",218,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","BEL","Belgium","2003","2003",216,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","BEL","Belgium","2004","2004",214,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","BEL","Belgium","2005","2005",214,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","BEL","Belgium","2006","2006",211,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","BEL","Belgium","2007","2007",208,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","BEL","Belgium","2008","2008",205,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","BEL","Belgium","2009","2009",200,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","BEL","Belgium","2010","2010",195,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","BEL","Belgium","2011","2011",195,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","BEL","Belgium","2012","2012",194,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","BEL","Belgium","2013","2013",190,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","BEL","Belgium","2014","2014",180,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","BEL","Belgium","2015","2015",179,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","BEL","Belgium","2016","2016",177,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","BEL","Belgium","2017","2017",175,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","BEL","Belgium","2018","2018",174,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","BEL","Belgium","2000","2000",158,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","BEL","Belgium","2001","2001",157,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","BEL","Belgium","2002","2002",152,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","BEL","Belgium","2003","2003",149,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","BEL","Belgium","2004","2004",146,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","BEL","Belgium","2005","2005",147,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","BEL","Belgium","2006","2006",146,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","BEL","Belgium","2007","2007",142,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","BEL","Belgium","2008","2008",141,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","BEL","Belgium","2009","2009",136,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","BEL","Belgium","2010","2010",131,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","BEL","Belgium","2011","2011",128,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","BEL","Belgium","2012","2012",128,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","BEL","Belgium","2013","2013",127,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","BEL","Belgium","2014","2014",124,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","BEL","Belgium","2015","2015",116,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","BEL","Belgium","2016","2016",115,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","BEL","Belgium","2017","2017",115,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","BEL","Belgium","2018","2018",114,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","BEL","Belgium","2000","2000",68,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","BEL","Belgium","2001","2001",68,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","BEL","Belgium","2002","2002",65,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","BEL","Belgium","2003","2003",63,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","BEL","Belgium","2004","2004",59,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","BEL","Belgium","2005","2005",57,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","BEL","Belgium","2006","2006",55,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","BEL","Belgium","2007","2007",52,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","BEL","Belgium","2008","2008",51,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","BEL","Belgium","2009","2009",49,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","BEL","Belgium","2010","2010",46,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","BEL","Belgium","2011","2011",46,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","BEL","Belgium","2012","2012",45,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","BEL","Belgium","2013","2013",44,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","BEL","Belgium","2014","2014",41,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","BEL","Belgium","2015","2015",40,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","BEL","Belgium","2016","2016",40,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","BEL","Belgium","2017","2017",40,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","BEL","Belgium","2018","2018",40,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","BEL","Belgium","2000","2000",157,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","BEL","Belgium","2001","2001",153,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","BEL","Belgium","2002","2002",153,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","BEL","Belgium","2003","2003",153,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","BEL","Belgium","2004","2004",155,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","BEL","Belgium","2005","2005",157,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","BEL","Belgium","2006","2006",156,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","BEL","Belgium","2007","2007",156,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","BEL","Belgium","2008","2008",154,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","BEL","Belgium","2009","2009",151,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","BEL","Belgium","2010","2010",149,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","BEL","Belgium","2011","2011",149,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","BEL","Belgium","2012","2012",149,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","BEL","Belgium","2013","2013",146,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","BEL","Belgium","2014","2014",139,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","BEL","Belgium","2015","2015",139,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","BEL","Belgium","2016","2016",137,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","BEL","Belgium","2017","2017",135,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","BEL","Belgium","2018","2018",134,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","CAN","Canada","2000","2000",787,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","CAN","Canada","2001","2001",764,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","CAN","Canada","2002","2002",767,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","CAN","Canada","2003","2003",756,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","CAN","Canada","2004","2004",734,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","CAN","Canada","2005","2005",737,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","CAN","Canada","2006","2006",732,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","CAN","Canada","2007","2007",730,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","CAN","Canada","2008","2008",724,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","CAN","Canada","2009","2009",724,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","CAN","Canada","2010","2010",724,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","CAN","Canada","2011","2011",725,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","CAN","Canada","2012","2012",720,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","CAN","Canada","2013","2013",722,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","CAN","Canada","2014","2014",720,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","CAN","Canada","2015","2015",719,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","CAN","Canada","2016","2016",722,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","CAN","Canada","2017","2017",722,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","CAN","Canada","2006","2006",606,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","CAN","Canada","2007","2007",591,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","CAN","Canada","2008","2008",581,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","CAN","Canada","2009","2009",587,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","CAN","Canada","2010","2010",573,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","CAN","Canada","2011","2011",584,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","CAN","Canada","2012","2012",584,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","CAN","Canada","2013","2013",586,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","CAN","Canada","2014","2014",586,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","CAN","Canada","2015","2015",586,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","CAN","Canada","2016","2016",590,,
